President_Name,Start_Date,End_Date,Approval,Disapproval,Unsure/No_Data
William J. Clinton,7/19/93,7/21/93,41,48,9
William J. Clinton,7/9/93,7/11/93,49,43,7
William J. Clinton,6/29/93,6/30/93,45,47,6
William J. Clinton,6/18/93,6/21/93,38,50,10
William J. Clinton,6/5/93,6/6/93,36,49,14
William J. Clinton,5/21/93,5/23/93,43,45,10
William J. Clinton,5/10/93,5/12/93,45,44,10
William J. Clinton,4/22/93,4/24/93,55,37,8
William J. Clinton,3/29/93,3/31/93,51,36,11
William J. Clinton,3/12/93,3/14/93,53,34,13
William J. Clinton,2/26/93,2/28/93,58,28,12
William J. Clinton,2/12/93,2/14/93,51,33,15
William J. Clinton,1/29/93,1/31/93,53,30,16
William J. Clinton,1/24/93,1/26/93,58,20,22
George H.W. Bush,1/8/93,1/11/93,56,37,7
George H.W. Bush,12/18/92,12/20/92,49,40,10
George H.W. Bush,12/4/92,12/6/92,48,47,3
George H.W. Bush,11/20/92,11/22/92,42,46,11
George H.W. Bush,11/20/92,11/22/92,42,46,11
George H.W. Bush,10/22/92,10/23/92,37,58,4
George H.W. Bush,10/12/92,10/14/92,34,56,9
George H.W. Bush,9/24/92,10/13/92,29,59,10
George H.W. Bush,10/1/92,10/3/92,33,57,8
George H.W. Bush,9/17/92,9/20/92,36,53,9
George H.W. Bush,9/11/92,9/15/92,39,54,6
George H.W. Bush,9/10/92,9/11/92,35,58,6
George H.W. Bush,8/31/92,9/2/92,39,53,6
George H.W. Bush,8/21/92,8/23/92,39,54,6
George H.W. Bush,8/21/92,8/21/92,37,55,6
George H.W. Bush,8/13/92,8/14/92,36,57,5
George H.W. Bush,8/10/92,8/12/92,35,58,6
George H.W. Bush,8/6/92,8/7/92,34,59,6
George H.W. Bush,7/31/92,8/2/92,29,59,10
George H.W. Bush,7/24/92,7/26/92,31,59,9
George H.W. Bush,7/23/92,7/24/92,31,59,8
George H.W. Bush,6/26/92,7/1/92,38,54,6
George H.W. Bush,6/12/92,6/14/92,36,54,8
George H.W. Bush,6/4/92,6/8/92,36,56,6
George H.W. Bush,5/18/92,5/20/92,41,51,7
George H.W. Bush,4/23/92,5/14/92,40,48,10
George H.W. Bush,5/7/92,5/10/92,40,52,6
George H.W. Bush,4/20/92,4/22/92,42,47,10
George H.W. Bush,4/9/92,4/12/92,39,53,6
George H.W. Bush,3/26/92,3/29/92,41,51,7
George H.W. Bush,3/12/92,3/28/92,40,48,10
George H.W. Bush,3/20/92,3/22/92,40,49,9
George H.W. Bush,3/11/92,3/12/92,41,46,11
George H.W. Bush,2/28/92,3/1/92,41,52,5
George H.W. Bush,2/14/92,2/27/92,38,50,10
George H.W. Bush,2/20/92,2/21/92,41,51,7
George H.W. Bush,2/19/92,2/20/92,38,47,13
George H.W. Bush,2/6/92,2/9/92,43,47,8
George H.W. Bush,1/31/92,2/2/92,46,48,5
George H.W. Bush,1/28/92,1/28/92,43,51,4
George H.W. Bush,1/16/92,1/19/92,45,47,6
George H.W. Bush,1/3/92,1/6/92,46,46,7
George H.W. Bush,11/21/91,11/24/91,51,39,9
George H.W. Bush,10/24/91,10/27/91,62,29,8
George H.W. Bush,10/17/91,10/20/91,65,26,7
George H.W. Bush,10/10/91,10/13/91,65,27,6
George H.W. Bush,9/1/91,9/30/91,62,27,9
George H.W. Bush,9/26/91,9/29/91,66,24,9
George H.W. Bush,9/10/91,9/10/91,65,25,9
George H.W. Bush,8/29/91,9/3/91,68,22,9
George H.W. Bush,8/1/91,8/30/91,69,21,9
George H.W. Bush,8/23/91,8/25/91,73,18,7
George H.W. Bush,8/8/91,8/23/91,67,22,10
George H.W. Bush,8/8/91,8/11/91,70,21,7
George H.W. Bush,7/25/91,7/28/91,70,20,8
George H.W. Bush,7/7/91,7/25/91,67,23,9
George H.W. Bush,7/18/91,7/21/91,69,21,9
George H.W. Bush,7/11/91,7/14/91,71,20,7
George H.W. Bush,6/26/91,6/29/91,71,21,6
George H.W. Bush,6/6/91,6/20/91,69,19,10
George H.W. Bush,6/13/91,6/16/91,72,19,8
George H.W. Bush,5/30/91,6/2/91,73,17,9
George H.W. Bush,5/23/91,5/26/91,76,15,7
George H.W. Bush,5/16/91,5/19/91,76,15,7
George H.W. Bush,5/2/91,5/5/91,74,19,6
George H.W. Bush,4/25/91,4/28/91,76,15,8
George H.W. Bush,4/23/91,4/25/91,73,13,13
George H.W. Bush,4/11/91,4/14/91,77,12,10
George H.W. Bush,4/4/91,4/6/91,82,12,5
George H.W. Bush,3/28/91,3/30/91,81,11,6
George H.W. Bush,3/21/91,3/24/91,83,10,5
George H.W. Bush,3/14/91,3/17/91,86,9,4
George H.W. Bush,3/7/91,3/10/91,87,8,4
George H.W. Bush,2/16/91,3/7/91,79,14,6
George H.W. Bush,2/28/91,3/3/91,89,7,3
George H.W. Bush,2/21/91,2/24/91,80,13,6
George H.W. Bush,2/14/91,2/17/91,80,13,6
George H.W. Bush,2/14/91,2/15/91,79,15,5
George H.W. Bush,2/7/91,2/10/91,78,17,3
George H.W. Bush,1/26/91,2/7/91,74,18,7
George H.W. Bush,1/23/91,1/26/91,82,12,4
George H.W. Bush,1/24/91,1/25/91,86,9,4
George H.W. Bush,1/19/91,1/22/91,79,14,5
George H.W. Bush,1/17/91,1/20/91,82,11,5
George H.W. Bush,1/17/91,1/18/91,82,12,4
George H.W. Bush,1/11/91,1/13/91,64,24,10
George H.W. Bush,1/10/91,1/11/91,64,26,9
George H.W. Bush,1/3/91,1/6/91,58,30,10
George H.W. Bush,12/7/90,12/23/90,62,27,10
George H.W. Bush,12/13/90,12/16/90,62,30,6
George H.W. Bush,12/6/90,12/9/90,57,33,9
George H.W. Bush,12/6/90,12/7/90,62,27,9
George H.W. Bush,11/29/90,12/2/90,60,29,10
George H.W. Bush,11/9/90,11/25/90,51,36,12
George H.W. Bush,11/15/90,11/18/90,54,32,13
George H.W. Bush,11/15/90,11/16/90,58,32,8
George H.W. Bush,11/8/90,11/11/90,57,33,8
George H.W. Bush,10/25/90,10/28/90,54,35,10
George H.W. Bush,10/18/90,10/21/90,52,36,10
George H.W. Bush,10/18/90,10/19/90,56,32,10
George H.W. Bush,10/11/90,10/14/90,56,33,10
George H.W. Bush,9/21/90,10/9/90,66,22,11
George H.W. Bush,10/3/90,10/4/90,65,25,9
George H.W. Bush,9/27/90,9/30/90,67,19,12
George H.W. Bush,9/14/90,9/16/90,73,16,9
George H.W. Bush,9/11/90,9/12/90,54,34,11
George H.W. Bush,9/10/90,9/11/90,76,15,7
George H.W. Bush,8/30/90,9/2/90,74,17,8
George H.W. Bush,8/10/90,8/26/90,68,20,11
George H.W. Bush,8/23/90,8/26/90,75,16,7
George H.W. Bush,8/23/90,8/24/90,73,16,10
George H.W. Bush,8/16/90,8/19/90,74,16,8
George H.W. Bush,8/9/90,8/12/90,74,15,10
George H.W. Bush,7/20/90,8/12/90,61,26,12
George H.W. Bush,8/9/90,8/10/90,75,15,9
George H.W. Bush,7/19/90,7/22/90,60,25,14
George H.W. Bush,7/7/90,7/15/90,59,24,15
George H.W. Bush,7/12/90,7/13/90,64,26,9
George H.W. Bush,7/5/90,7/8/90,63,24,12
George H.W. Bush,6/14/90,6/17/90,69,16,14
George H.W. Bush,5/4/90,5/22/90,65,20,13
George H.W. Bush,5/4/90,5/22/90,67,19,13
George H.W. Bush,4/6/90,4/18/90,71,15,13
George H.W. Bush,4/5/90,4/8/90,67,16,16
George H.W. Bush,3/16/90,3/29/90,73,18,8
George H.W. Bush,3/8/90,3/11/90,68,18,13
George H.W. Bush,2/9/90,3/11/90,72,15,11
George H.W. Bush,2/15/90,2/18/90,73,15,11
George H.W. Bush,2/8/90,2/11/90,73,16,10
George H.W. Bush,12/8/89,1/8/90,66,15,17
George H.W. Bush,1/4/90,1/7/90,79,10,9
George H.W. Bush,12/7/89,12/10/89,71,20,8
George H.W. Bush,11/10/89,11/25/89,63,22,14
George H.W. Bush,11/9/89,11/12/89,69,17,13
George H.W. Bush,10/13/89,10/23/89,59,22,17
George H.W. Bush,10/5/89,10/8/89,67,20,12
George H.W. Bush,10/5/89,10/6/89,66,17,15
George H.W. Bush,9/22/89,10/1/89,66,18,14
George H.W. Bush,9/7/89,9/10/89,69,16,13
George H.W. Bush,8/15/89,8/27/89,64,18,17
George H.W. Bush,8/8/89,8/20/89,60,20,19
George H.W. Bush,8/10/89,8/13/89,69,18,12
George H.W. Bush,7/6/89,7/9/89,66,18,15
George H.W. Bush,6/9/89,6/22/89,63,16,20
George H.W. Bush,6/8/89,6/11/89,69,14,16
George H.W. Bush,6/1/89,6/2/89,62,18,19
George H.W. Bush,5/15/89,5/18/89,62,17,19
George H.W. Bush,5/12/89,5/12/89,61,22,16
George H.W. Bush,5/5/89,5/8/89,58,18,23
George H.W. Bush,5/4/89,5/7/89,56,22,22
George H.W. Bush,5/5/89,5/5/89,55,23,20
George H.W. Bush,4/10/89,4/16/89,57,15,26
George H.W. Bush,4/7/89,4/10/89,54,18,27
George H.W. Bush,3/10/89,3/13/89,56,16,27
George H.W. Bush,3/9/89,3/10/89,62,15,22
George H.W. Bush,2/28/89,3/2/89,62,13,24
George H.W. Bush,2/24/89,2/27/89,60,11,27
George H.W. Bush,1/24/89,1/26/89,51,6,43
